Gender,Age,Country,EdLevel
Man,,South Africa,Some college/university study without earning a degree
Woman,41.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,25.0,Italy,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
Man,23.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Woman,27.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,42.0,Switzerland,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,35.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,28.0,Denmark,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,34.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,43.0,Argentina,
Man,25.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,38.0,Austria,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,28.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,35.0,Russian Federation,Some college/university study without earning a degree
Man,29.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,25.0,United States,Some college/university study without earning a degree
Man,28.0,New Zealand,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,27.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,38.0,Chile,Some college/university study without earning a degree
Man,26.0,Malaysia,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,26.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,24.0,United States,I never completed any formal education
Man,26.0,Canada,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,34.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,21.0,South Africa,Some college/university study without earning a degree
Man,28.0,United Kingdom,Some college/university study without earning a degree
Man,37.0,Switzerland,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,28.0,Japan,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Woman,34.0,Switzerland,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,28.0,Brazil,Some college/university study without earning a degree
Man,26.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,28.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,24.0,Denmark,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,35.0,Netherlands,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,32.0,Netherlands,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,36.0,Germany,Some college/university study without earning a degree
Man,39.0,Australia,Some college/university study without earning a degree
Man,26.0,Brazil,Some college/university study without earning a degree
Man,31.0,Hungary,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,22.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,28.0,Germany,Some college/university study without earning a degree
Man,30.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,34.0,Croatia,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,28.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,29.0,Italy,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,24.0,Iran,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,50.0,United States,Associate degree
Man,31.0,New Zealand,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,24.0,Spain,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,27.0,Sweden,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,28.0,Spain,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,23.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,41.0,United Kingdom,Some college/university study without earning a degree
Man,26.0,United States,Some college/university study without earning a degree
Man,42.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,26.0,Belgium,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,38.0,United States,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
Man,49.0,Sweden,"Professional degree (JD, MD, etc.)"
Man,28.0,United Kingdom,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,24.0,Pakistan,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,28.0,Brazil,Some college/university study without earning a degree
Woman,30.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,21.0,Sweden,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
Woman,30.0,Netherlands,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,28.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
,30.0,Ireland,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,27.0,China,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,46.0,New Zealand,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,22.0,Russian Federation,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,34.0,Sri Lanka,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,37.0,United States,Some college/university study without earning a degree
Man,28.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,26.0,Sri Lanka,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,25.0,Iran,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,30.0,India,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,27.0,India,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,24.0,Pakistan,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,32.0,India,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,25.0,United States,Associate degree
Man,19.0,United Kingdom,Some college/university study without earning a degree
Man,38.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,21.0,Lithuania,
Man,38.0,Italy,"Other doctoral degree (Ph.D, Ed.D., etc.)"
Man,25.0,Germany,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,38.0,Canada,
Man,,Germany,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,34.0,Greece,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,27.0,Sri Lanka,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,23.0,United States,Some college/university study without earning a degree
Man,26.0,Ireland,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,27.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,33.0,Spain,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,,Netherlands,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Woman,21.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Woman,25.0,Australia,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,54.0,United Kingdom,Some college/university study without earning a degree
Man,35.0,Netherlands,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,27.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,27.0,Canada,Some college/university study without earning a degree
Man,48.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,19.0,New Zealand,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
Man,23.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,44.0,Ukraine,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
Man,30.0,Norway,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,39.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,31.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,24.0,United Kingdom,Some college/university study without earning a degree
Man,32.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Woman;Man,30.0,India,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,22.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,33.0,United States,Some college/university study without earning a degree
Man,34.0,India,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,34.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,46.0,Italy,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Woman,26.0,France,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,29.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Woman,28.0,Philippines,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,31.0,Singapore,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,29.0,Russian Federation,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,36.0,France,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,40.0,Japan,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,30.0,Germany,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,30.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,28.0,Uganda,Some college/university study without earning a degree
Woman,23.0,Australia,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,26.0,Hungary,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,30.0,Germany,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,26.0,Hungary,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,33.0,United States,Associate degree
Man,30.0,Germany,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,31.0,Malaysia,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,37.0,Switzerland,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,30.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,25.0,Brazil,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
Man,23.0,Canada,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,48.0,Netherlands,Some college/university study without earning a degree
Man,42.0,Australia,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,24.0,Portugal,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,23.0,Georgia,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,27.0,Denmark,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,36.0,Australia,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,40.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,24.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,24.0,Argentina,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
Man,24.0,Sudan,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,26.0,France,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
"Non-binary, genderqueer, or gender non-conforming",26.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
,19.0,Switzerland,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
Man,22.0,India,Some college/university study without earning a degree
Man,32.0,Czech Republic,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
Man,27.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,32.0,Spain,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,28.0,United Arab Emirates,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,25.0,Portugal,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
"Man;Non-binary, genderqueer, or gender non-conforming",26.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,34.0,Chile,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,29.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,33.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Woman,49.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,38.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,22.0,Germany,
Man,25.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
,23.0,United Kingdom,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,24.0,Jordan,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,33.0,Israel,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,26.0,Brazil,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,21.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,39.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,45.0,Spain,"Professional degree (JD, MD, etc.)"
Man,30.0,Brazil,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,27.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,28.0,United States,Some college/university study without earning a degree
Man,25.0,Brazil,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,31.0,Chile,"Professional degree (JD, MD, etc.)"
Man,28.0,Australia,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,44.0,Italy,Some college/university study without earning a degree
Man,38.0,Romania,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,23.0,Bulgaria,Some college/university study without earning a degree
Man,27.0,Germany,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,32.0,Bulgaria,Some college/university study without earning a degree
Man,45.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,29.0,Poland,Some college/university study without earning a degree
Woman,29.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Woman,22.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,30.0,United States,"Other doctoral degree (Ph.D, Ed.D., etc.)"
Man,34.0,Bangladesh,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Woman,24.0,Brazil,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,32.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,29.0,Greece,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,47.0,Slovenia,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,22.0,Brazil,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,27.0,Brazil,Associate degree
Man,21.0,Turkey,Associate degree
Man,23.0,Costa Rica,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,43.0,Italy,Some college/university study without earning a degree
Woman,31.0,Russian Federation,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,32.0,France,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,28.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,31.0,Germany,Some college/university study without earning a degree
Man,23.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,41.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,32.0,Guatemala,Some college/university study without earning a degree
Man,36.0,Russian Federation,Some college/university study without earning a degree
Man,28.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
,29.0,Romania,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,33.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,36.0,Italy,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,25.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,25.0,Russian Federation,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,47.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,22.0,Hungary,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
Man,26.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,26.0,Germany,Some college/university study without earning a degree
Man,38.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,30.0,Spain,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,38.0,Sweden,Some college/university study without earning a degree
Man,28.0,India,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,29.0,Germany,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,24.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,32.0,Italy,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
Man,24.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
"Non-binary, genderqueer, or gender non-conforming",24.0,Taiwan,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,38.0,Romania,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,27.0,Netherlands,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,32.0,Cyprus,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,36.0,United States,Some college/university study without earning a degree
Man,26.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,40.0,Germany,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,25.0,Serbia,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,27.0,Bahrain,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,31.0,Brazil,Some college/university study without earning a degree
Man,33.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,30.0,Canada,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,30.0,Czech Republic,Some college/university study without earning a degree
Man,20.0,Australia,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
Man,30.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Woman,31.0,Austria,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,25.0,Bulgaria,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,41.0,Bulgaria,Some college/university study without earning a degree
Man,25.0,Russian Federation,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,25.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,25.0,Italy,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,41.0,United States,Some college/university study without earning a degree
Man,33.0,Egypt,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Woman,27.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,31.0,Slovakia,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,36.0,Belgium,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,34.0,Portugal,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,32.0,Canada,Associate degree
Man,31.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,29.0,Poland,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,41.0,Italy,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,24.0,Germany,Some college/university study without earning a degree
Man,27.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,37.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,46.0,Germany,
Man,28.0,Finland,Some college/university study without earning a degree
Man,25.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,30.0,Italy,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,29.0,Sweden,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,37.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,48.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,29.0,Poland,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,28.0,Indonesia,Associate degree
Man,27.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,22.0,India,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Woman,23.0,France,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,44.0,Canada,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,28.0,Germany,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
Man,29.0,India,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,34.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,33.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,24.0,Nigeria,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,32.0,Slovenia,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,26.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,21.0,Brazil,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,27.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,23.0,Russian Federation,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
Man,40.0,Poland,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,27.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Woman,42.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,36.0,Greece,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,32.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,,United Arab Emirates,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,23.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,23.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,26.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,24.0,Hong Kong (S.A.R.),"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,28.0,France,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
Man,27.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,32.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,28.0,Russian Federation,"Other doctoral degree (Ph.D, Ed.D., etc.)"
Man,35.0,Tunisia,"Professional degree (JD, MD, etc.)"
Man,40.0,Germany,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
Man,29.0,Russian Federation,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,27.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,31.0,Switzerland,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
